user,address,percentage
jake@gmail.com,11Rfkb9UYWEXY7NDPPKxaXknEimbV4a6bx1L85DgfkwsaYaQGto,100
jake@gmail.com,11MoAr5gC9Hi9STYoAjdphMimF7Ldo2FNHawLL87WPZYpombTuH,100
jake@gmail.com,112aeJHjixKdmE2vCt1h5WfpPbKF7ZM7egwi5vSuJV6sT66UKpPD,100
jake@gmail.com,11WNaqTDwB8PekxmqoT3v1nCZx714im8T1pYc8q7tbFnEFWHvqx,100
jake@gmail.com,112Vxr9b61fNN1RdZ1J71NB3Bv6V77EqRCc5d9RXVr8DMVY7Dvvy,100
jake@gmail.com,11cEegUok5Hw31J55aYcKN3sRQ43YtkexUST3PwN5nh3tYiH9CY,100
jake@gmail.com,112dp7deqtafeFrW8todgNWk5Woaw6fVCoGuR1tp39BPppp5HP4h,100
jake@gmail.com,112n1yuWbVoYPw1Fs2zej79LMhfcGYBJbRAXZFmedQpbVPsmZKNt,100
jake@gmail.com,11inyDJ74ZmAbbXhWbLjhZ6Wh2SYA1bzWiZGHPEU9dSxKbAimbL,100
jake@gmail.com,112hnTbTQuuQXx31rP9iPuwQRSVKdMH6YsUWrMzXrvfJdqrK9SwC,100
jake@gmail.com,11xfNogk9STAKdUtQnXNFehYzyfLbcDzDQohqXs7Kmukrxr8Jg4,100
jake@gmail.com,112JZvJ5yKH6bPjwxUBe1K19c54vDL2ESrWhNPVTscyDEkYeZpT5,100
jake@gmail.com,11UuvwNSV7T87Tw3rSk27va9hsY6ZWuhwth4Pj5GjNBrX8or72H,100
jake@gmail.com,112nWAgysRh1UvbeufUksd1xKuULkfzqTJXgn8Ssaswe3VvknqPn,100
jake@gmail.com,11Uo7FXK3njGmo9m4Gm1QRqddHNgYzAQ5dA4ZFUCo4dUjCsbTWh,100
jake@gmail.com,11iRreb2mGZdtK7Rgw16S8GDieCUB1Ha5CrvXgbptRatn6Fpuaq,100
jake@gmail.com,112hoRU7fNYzUUWMegenzbsENwQLmTCBZS57efSZm9AR1R3P9PBk,100
jake@gmail.com,11nMNUMC8NUAz2sDssYprXUeSrp5y1DbiNqJtYmKmFHuhaJGaDw,100
jake@gmail.com,1126YmMM2VmPN4kB69fVdBRbVpyVD5SKXwqd1GRi1PaAzbGEubgJ,100
jake@gmail.com,11JJgk6peVQjR9Uog242EhoSAb281PjDWyof5EcMeQrmDaFScSm,100
jake@gmail.com,112cKL9WfA5p3ZUeTib8KLExSoCjsC5EpHBwfnevZcBSQv4iSwC1,100
jake@gmail.com,11WHUTLMwgqgJRK4NhWmh2JWcZQpfVWAJmbyFf6RqU7GGZshU73,100
jake@gmail.com,11279D1oA2G3PPW7naqjkFTXuFTa9WtheM7XL7JBh86Tk5X6eTYS,100
jake@gmail.com,11xpZhHXfcYxVAgVTz9rGubg3Uz6vvKcAvEBBnVjPnB79UTEAdo,100
jake@gmail.com,112XNCgnfnwCwPiNHxrSYNx6hr2rJSC5FBM2TYTxkcJ8J5oF64i5,100
jake@gmail.com,112PZxYNiUxTpfUjnb6hppS4PF2WL7ieaNNzZWUcrfP1VhXvVUdo,100
jake@gmail.com,112sDGww8JPbZwkSEMnNxgjZ4SqpgFsBxdR3T439wJmYobSKfUD8,100
jake@gmail.com,112i5swNdDvd4C2XznpeHsUVau6TdfQUqWjoz9GFtzXZLVNbKAAB,100
jake@gmail.com,11FDmPfcJFu55b3HNAMM1By8N9QbfDMkArDoczxhvxUpopi7wyp,100
jake@gmail.com,11HWpSUopNAqzgMBsWPTg7oKTTFyhZQ9WKuuprEDT8JMnGm2LzS,100
jake@gmail.com,11xJYSX1qWXUF89tgymwVa2dnGWz2eihEEyBhFzJBVVBrGiB491,100
jake@gmail.com,1155QvbW4qR64ZwPf1cKogPpu2LdgwzdTQrBc6MwfFqq5SHCv3a,100
jake@gmail.com,11L7ci5V8ySmwZ3ieic758KygMcKUY8BBaJPpVEN36vFnCkf7Aa,100
jake@gmail.com,11mpqu8hvp8EfdBrTG9EqdnbXtw6PyN1S5AZDgHTAXwbxDyjZEi,100
jake@gmail.com,112gvBEgexf6ZNZhfeWkKtCsVvqYZ6phNsDErCj6auhVsbQwJxfR,100
jake@gmail.com,112Qt872z54s5nC4GWp18Y9mE6KdoHNQSoT5akcU5J4G9ijJGNun,100
